9.375,64
12.5,64
12.5,64
14.0625,64
21.875,64
18.75,64
18.75,64
25,64
21.875,64
18.75,64
28.125,64
28.125,64
21.875,64
29.6875,64
34.375,64
23.4375,64
39.0625,64
37.5,64
43.75,64
34.375,64
35.9375,64
32.8125,64
43.75,64
31.25,64
40.625,64
32.8125,64
43.75,64
53.125,64
53.125,64
48.4375,64
39.0625,64
48.4375,64
48.4375,64
48.4375,64
51.5625,64
59.375,64
62.5,64
59.375,64
50,64
59.375,64
39.0625,64
46.875,64
56.25,64
56.25,64
60.9375,64
59.375,64
60.9375,64
48.4375,64
64.0625,64
57.8125,64
50,64
50,64
65.625,64
68.75,64
54.6875,64
67.1875,64
57.8125,64
60.9375,64
64.0625,64
60.9375,64
73.4375,64
68.75,64
64.0625,64
67.1875,64
64.0625,64
57.8125,64
70.3125,64
65.625,64
65.625,64
65.625,64
60.9375,64
71.875,64
70.3125,64
70.3125,64
67.1875,64
71.875,64
64.0625,64
57.8125,64
59.375,64
65.625,64
65.625,64
62.5,64
60.9375,64
71.875,64
65.625,64
67.1875,64
62.5,64
78.125,64
68.75,64
59.375,64
59.375,64
73.4375,64
71.875,64
76.5625,64
73.4375,64
67.1875,64
70.3125,64
76.5625,64
73.4375,64
71.875,64
73.4375,64
67.1875,64
68.75,64
75,64
68.75,64
70.3125,64
82.8125,64
64.0625,64
75,64
89.0625,64
62.5,64
70.3125,64
78.125,64
76.5625,64
73.4375,64
82.8125,64
89.0625,64
78.125,64
78.125,64
65.625,64
81.25,64
73.4375,64
76.5625,64
75,64
73.4375,64
73.4375,64
73.4375,64
75,64
76.5625,64
76.5625,64
75,64
65.625,64
62.5,64
79.6875,64
71.875,64
81.25,64
68.75,64
82.8125,64
75,64
75,64
75,64
71.875,64
73.4375,64
79.6875,64
82.8125,64
70.3125,64
79.6875,64
75,64
76.5625,64
82.8125,64
71.875,64
78.125,64
75,64
75,64
75,64
76.5625,64
75,64
81.25,64
78.125,64
82.8125,64
82.8125,64
78.125,64
89.0625,64
79.6875,64
85.9375,64
82.8125,64
76.5625,64
87.5,64
67.1875,64
78.125,64
73.4375,64
85.9375,64
75,64
81.25,64
81.25,64
78.125,64
79.6875,64
73.4375,64
71.875,64
84.375,64
84.375,64
73.4375,64
75,64
82.8125,64
85.9375,64
75,64
81.25,64
81.25,64
78.125,64
75,64
78.125,64
82.8125,64
79.6875,64
85.9375,64
84.375,64
90.625,64
85.9375,64
87.5,64
79.6875,64
84.375,64
78.125,64
82.8125,64
78.125,64
85.9375,64
85.9375,64
78.125,64
84.375,64
79.6875,64
81.25,64
82.8125,64
79.6875,64
